ID;Name;Street;OperatingOrgName;AdmArea;District;RouteNumbers;StationName;Direction;Pavilion;geoData;global_id
10380;«Ростокинский пр.», Ростокинский проезд (7163);Ростокинский проезд;;Восточный административный округ;район Сокольники;"Тм11; Тм25";Ростокинский пр.;;нет;"Геоданные:  
Координаты: [
  37.68419949,
  55.81526591
] 
Тип: Point";895542066.0
10381;«Ул. Бориса Галушкина, 17», улица Бориса Галушкина (7164);улица Бориса Галушкина;;Северо-Восточный административный округ;Алексеевский район;"Тм11; Тм25";Ул. Бориса Галушкина, 17;;нет;"Геоданные:  
Координаты: [
  37.65828668,
  55.82303088
] 
Тип: Point";895542076.0
10382;«Ярославская ул.», улица Бориса Галушкина (7165);улица Бориса Галушкина;;Северо-Восточный административный округ;Алексеевский район;"Тм11; Тм25";Ярославская ул.;;нет;"Геоданные:  
Координаты: [
  37.6540648011871,
  55.8244040457525
] 
Тип: Point";895542078.0
10383;«Метро Новопеределкино», Боровское шоссе (1002638);Боровское шоссе;;Западный административный округ;район Ново-Переделкино;А5;Метро Новопеределкино;;нет;"Геоданные:  
Координаты: [
  37.35632208,
  55.64083144
] 
Тип: Point";895542097.0
10384;«Мост Победы», Ленинградское шоссе (1002813);Ленинградское шоссе;;Северный административный округ;район Сокол;"А105; АТ42";Мост Победы;;нет;"Геоданные:  
Координаты: [
  37.50317078,
  55.81346924
] 
Тип: Point";895977831.0
10385;«Метро Марьина Роща», Шереметьевская улица (1002814);Шереметьевская улица;;Северо-Восточный административный округ;район Марьина Роща;"А12; А24; А24К";Метро Марьина Роща;;нет;"Геоданные:  
Координаты: [
  37.61639918,
  55.79385144
] 
Тип: Point";895977839.0
10386;«Метро Медведково», Широкая улица (1002815);Широкая улица;;Северо-Восточный административный округ;район Северное Медведково;АТ80;Метро Медведково;;нет;"Геоданные:  
Координаты: [
  37.65917098,
  55.88784304
] 
Тип: Point";895977858.0
10387;«Павильон Центральный», Продольный проезд (1001463);Продольный проезд;;Северо-Восточный административный округ;Останкинский район;А533;Павильон Центральный;;нет;"Геоданные:  
Координаты: [
  37.63689976,
  55.8290148
] 
Тип: Point";896742274.0
10388;«Дом культуры», Продольный проезд (1001464);Продольный проезд;;Северо-Восточный административный округ;Останкинский район;А533;Дом культуры;;нет;"Геоданные:  
Координаты: [
  37.63477197,
  55.83261446
] 
Тип: Point";896742275.0
10389;«Павильон № 57 - Исторический парк Россия - Моя история», Продольный проезд (1001465);Продольный проезд;;Северо-Восточный административный округ;Останкинский район;А533;Павильон № 57 - Исторический парк Россия - Моя история;;нет;"Геоданные:  
Координаты: [
  37.62880552,
  55.8361076
] 
Тип: Point";896742276.0
10390;«Лихоборская», Продольный проезд (1001466);Продольный проезд;;Северо-Восточный административный округ;Останкинский район;А533;Лихоборская;;нет;"Геоданные:  
Координаты: [
  37.62782488,
  55.84139725
] 
Тип: Point";896742277.0
10391;«Городская ферма», Сельскохозяйственная улица (1001467);Сельскохозяйственная улица;;Северо-Восточный административный округ;Останкинский район;А533;Городская ферма;;нет;"Геоданные:  
Координаты: [
  37.62723426,
  55.83932856
] 
Тип: Point";896742278.0
10392;«Дворец бракосочетания», Сельскохозяйственная улица (1001468);Сельскохозяйственная улица;;Северо-Восточный административный округ;Останкинский район;А533;Дворец бракосочетания;;нет;"Геоданные:  
Координаты: [
  37.62887596,
  55.83596707
] 
Тип: Point";896742279.0
10393;«Грушевая ал.», Сельскохозяйственная улица (1001469);Сельскохозяйственная улица;;Северо-Восточный административный округ;Останкинский район;А533;Грушевая ал.;;нет;"Геоданные:  
Координаты: [
  37.63511122,
  55.83237157
] 
Тип: Point";896742280.0
10394;«Центральная ал.», Сельскохозяйственная улица (1001470);Сельскохозяйственная улица;;Северо-Восточный административный округ;Останкинский район;А533;Центральная ал.;;нет;"Геоданные:  
Координаты: [
  37.63724704,
  55.82912252
] 
Тип: Point";896742281.0
10395;«Метро Алтуфьево», улица Лескова (1002818);улица Лескова;;Северо-Восточный административный округ;район Бибирево;А928;Метро Алтуфьево;;нет;"Геоданные:  
Координаты: [
  37.58952199,
  55.89797384
] 
Тип: Point";896742283.0
10396;«Метро Алтуфьево», улица Лескова (1002819);улица Лескова;;Северо-Восточный административный округ;район Бибирево;"А705; А92";Метро Алтуфьево;;нет;"Геоданные:  
Координаты: [
  37.58883609,
  55.89797774
] 
Тип: Point";896742284.0
10397;«Метро Отрадное», улица Декабристов (1002820);улица Декабристов;;Северо-Восточный административный округ;район Отрадное;"А98; АС6; А605; А238; А71";Метро Отрадное;;нет;"Геоданные:  
Координаты: [
  37.60434787,
  55.86419664
] 
Тип: Point";896742285.0
10398;«Даниловская пл.», Городская улица (6378);Городская улица;;Южный административный округ;Даниловский район;АТ10;Даниловская пл.;;нет;"Геоданные:  
Координаты: [
  37.61751302,
  55.71625341
] 
Тип: Point";901092207.0
10399;«Ст. Крюково (пос.)», Крюковская площадь (13792);Крюковская площадь;ГУП «Мосгортранс»;Зеленоградский административный округ;район Старое Крюково;А400;Ст. Крюково (пос.);;да;"Геоданные:  
Координаты: [
  37.1760808,
  55.98066223
] 
Тип: Point";901092208.0
10400;«Ул. Удальцова», Ленинский проспект (1002824);Ленинский проспект;;Юго-Западный административный округ;Обручевский район;"А144; А246; АН11; А363; А661; АП11; АМ4; А553";Ул. Удальцова;;нет;"Геоданные:  
Координаты: [
  37.51793849,
  55.66911514
] 
Тип: Point";901092210.0
10401;«Островная ул.», Островная улица (1002833);Островная улица;;Западный административный округ;район Крылатское;А832;Островная ул.;;нет;"Геоданные:  
Координаты: [
  37.44115338,
  55.75229304
] 
Тип: Point";901092211.0
10402;«Островная ул.», Островная улица (1002834);Островная улица;;Западный административный округ;район Крылатское;А832;Островная ул.;;нет;"Геоданные:  
Координаты: [
  37.44362269,
  55.75262644
] 
Тип: Point";901092212.0
10403;«Комсомольская ул.», Комсомольская улица (1002835);Комсомольская улица;ГУП «Мосгортранс»;Северный административный округ;Молжаниновский район;А283;Комсомольская ул.;;да;"Геоданные:  
Координаты: [
  37.34488948,
  55.94947434
] 
Тип: Point";901092213.0
10404;«6-я Нововатутинская ул.», Калужское шоссе (1002836);Калужское шоссе;ГУП «Мосгортранс»;Новомосковский административный округ;поселение Десеновское;"А976; А531; А526; А512; А515; А513; А514; А303; А508; А876; А873; А521; АС18";6-я Нововатутинская ул.;;да;"Геоданные:  
Координаты: [
  37.35962278,
  55.51321224
] 
Тип: Point";901092214.0
10405;«6-я Нововатутинская ул.», Калужское шоссе (1002837);Калужское шоссе;;Новомосковский административный округ;поселение Десеновское;"А976; А531; А526; А512; А515; А513; А514; А303; А508; А876; А117; А873; А991; А521; АС18";6-я Нововатутинская ул.;;нет;"Геоданные:  
Координаты: [
  37.35862599,
  55.51367334
] 
Тип: Point";901092215.0
10406;«Метро Лубянка», Лубянская площадь (1002846);Лубянская площадь;;Центральный административный округ;Тверской район;"АМ5; АМ8; А122; А158; АМ27; АМ3; АТ25";Метро Лубянка;;нет;"Геоданные:  
Координаты: [
  37.62769428,
  55.75830014
] 
Тип: Point";901092216.0
10407;«Ватутинки - 1», Калужское шоссе (1002840);Калужское шоссе;ГУП «Мосгортранс»;Новомосковский административный округ;поселение Десеновское;"А976; А514; А303; А508";Ватутинки - 1;;да;"Геоданные:  
Координаты: [
  37.33206229,
  55.49596604
] 
Тип: Point";901528381.0
10408;«Ватутинки - 1», Калужское шоссе (1002841);Калужское шоссе;ГУП «Мосгортранс»;Новомосковский административный округ;поселение Десеновское;"А976; А514; А303; А508";Ватутинки - 1;;да;"Геоданные:  
Координаты: [
  37.33263828,
  55.49611184
] 
Тип: Point";901528382.0
10409;«Ватутинки - 2», Калужское шоссе (1002842);Калужское шоссе;ГУП «Мосгортранс»;Новомосковский административный округ;поселение Десеновское;"А976; А514; А303; А503; А508; А398";Ватутинки - 2;;да;"Геоданные:  
Координаты: [
  37.32925902,
  55.49147359
] 
Тип: Point";901528383.0
10410;«Ватутинки - 2», Калужское шоссе (1002843);Калужское шоссе;ГУП «Мосгортранс»;Новомосковский административный округ;поселение Десеновское;"А976; А514; А303; А503; А508; А398";Ватутинки - 2;;да;"Геоданные:  
Координаты: [
  37.33009352,
  55.49165819
] 
Тип: Point";901528384.0
10411;«КП Рябиновый», Калужское шоссе (1002844);Калужское шоссе;ГУП «Мосгортранс»;Новомосковский административный округ;поселение Десеновское;"А531; А526; А512; А515; А513; А876";КП Рябиновый;;да;"Геоданные:  
Координаты: [
  37.33118298,
  55.49843784
] 
Тип: Point";901528385.0
10412;«КП Рябиновый», Калужское шоссе (1002845);Калужское шоссе;ГУП «Мосгортранс»;Новомосковский административный округ;поселение Десеновское;"А531; А526; А512; А515; А513; А876";КП Рябиновый;;да;"Геоданные:  
Координаты: [
  37.33145548,
  55.49827734
] 
Тип: Point";901528386.0
10413;«Метро Бауманская», Спартаковская улица (1002847);Спартаковская улица;;Центральный административный округ;Басманный район;"АМ3; АН3; АТ25; АТ22; АТ88";Метро Бауманская;;нет;"Геоданные:  
Координаты: [
  37.67784878,
  55.77308904
] 
Тип: Point";901528387.0
10414;«Ул. Сергея Эйзенштейна», проспект Мира (1002848);проспект Мира;ГУП «Мосгортранс»;Северо-Восточный административный округ;Останкинский район;"А496; Тм17";Ул. Сергея Эйзенштейна;;да;"Геоданные:  
Координаты: [
  37.64898979,
  55.82894054
] 
Тип: Point";901528388.0
10415;«Метро Филевский парк (выс.)», Сеславинская улица (1002778);Сеславинская улица;;Западный административный округ;район Филёвский Парк;"А155; АП130; А104";Метро Филевский парк (выс.);;нет;"Геоданные:  
Координаты: [
  37.48352179,
  55.73988564
] 
Тип: Point";901713095.0
10416;«Технопарк», Большой бульвар (1002825);Большой бульвар;;Западный административный округ;Можайский район;"А1147; АSk1";Технопарк;;нет;"Геоданные:  
Координаты: [
  37.34898818,
  55.69018974
] 
Тип: Point";901713096.0
10417;«Сад Технопарка», Большой бульвар (1002826);Большой бульвар;;Западный административный округ;Можайский район;"А1147; АSk1";Сад Технопарка;;нет;"Геоданные:  
Координаты: [
  37.34861119,
  55.69320294
] 
Тип: Point";901713097.0
10418;«Сад Технопарка», Большой бульвар (1002827);Большой бульвар;;Западный административный округ;Можайский район;"А1147; АSk1";Сад Технопарка;;нет;"Геоданные:  
Координаты: [
  37.34814868,
  55.69264764
] 
Тип: Point";901713098.0
10419;«Амальтея», Большой бульвар (1002828);Большой бульвар;;Западный административный округ;Можайский район;"А1147; АSk1";Амальтея;;нет;"Геоданные:  
Координаты: [
  37.35016689,
  55.69688484
] 
Тип: Point";901713099.0
10420;«Амальтея», Большой бульвар (1002829);Большой бульвар;;Западный административный округ;Можайский район;"А1147; АSk1";Амальтея;;нет;"Геоданные:  
Координаты: [
  37.34902132,
  55.69668482
] 
Тип: Point";901713100.0
10421;«Матрекс», Большой бульвар (1002830);Большой бульвар;;Западный административный округ;Можайский район;"А1147; АSk1";Матрекс;;нет;"Геоданные:  
Координаты: [
  37.36037826,
  55.69734026
] 
Тип: Point";901713101.0
10422;«Сколтех», Большой бульвар (1002831);Большой бульвар;;Западный административный округ;Можайский район;"А1147; АSk1";Сколтех;;нет;"Геоданные:  
Координаты: [
  37.35926003,
  55.69769689
] 
Тип: Point";901713102.0
10423;«Диагностический центр», Большой бульвар (1002832);Большой бульвар;;Западный административный округ;Можайский район;А1147;Диагностический центр;;нет;"Геоданные:  
Координаты: [
  37.35143008,
  55.68369134
] 
Тип: Point";901713103.0
10424;«Троицкий храм», Солнечная улица (1002849);Солнечная улица;ГУП «Мосгортранс»;Троицкий административный округ;поселение Троицк;"А17; А976; А876; А398; А1001; А301";Троицкий храм;;да;"Геоданные:  
Координаты: [
  37.29199329,
  55.46695154
] 
Тип: Point";901713104.0
10425;«Троицкий храм», Солнечная улица (1002850);Солнечная улица;ГУП «Мосгортранс»;Троицкий административный округ;поселение Троицк;"А17; А976; А876; А398; А1001; А301";Троицкий храм;;да;"Геоданные:  
Координаты: [
  37.29205368,
  55.46747294
] 
Тип: Point";901713105.0
10426;«МФЦ Головинский», Кронштадтский бульвар (1002859);Кронштадтский бульвар;;Северный административный округ;Головинский район;"А621; А65; А70; А123; А698; А72; А65К; А565; А570; А139; А500; А594; А595; А888";МФЦ Головинский;;нет;"Геоданные:  
Координаты: [
  37.49067059,
  55.84060564
] 
Тип: Point";901713106.0
10427;«Ул. Обручева, 63», улица Обручева (1002860);улица Обручева;ГУП «Мосгортранс»;Юго-Западный административный округ;район Коньково;"А671; А1; А28; А624; А224; А258; А784; А273; А246; А163";Ул. Обручева, 63;;да;"Геоданные:  
Координаты: [
  37.56075049,
  55.64980724
] 
Тип: Point";901713107.0
10428;«Новоконная пл. (к/ст, выс., пос.)», Чесменская улица (6672);Чесменская улица;ГУП «Мосгортранс»;Центральный административный округ;Таганский район;"Тм45; ТмА";Новоконная пл. (к/ст, выс., пос.);;да;"Геоданные:  
Координаты: [
  37.69634769,
  55.73376013
] 
Тип: Point";904073126.0
10429;«Октябрьское трамвайное депо», Большая Калитниковская улица (6673);Большая Калитниковская улица;ГУП «Мосгортранс»;Центральный административный округ;Таганский район;"Тм45; ТмА";Октябрьское трамвайное депо;;да;"Геоданные:  
Координаты: [
  37.69566272,
  55.73599449
] 
Тип: Point";904073127.0
10430;«Октябрьское трамвайное депо», Большая Калитниковская улица (6729);Большая Калитниковская улица;;Центральный административный округ;Таганский район;"Тм46; Тм45; ТмА";Октябрьское трамвайное депо;;нет;"Геоданные:  
Координаты: [
  37.69598053,
  55.73579106
] 
Тип: Point";904073128.0
10431;«Б. Калитниковская ул.», Большая Калитниковская улица (6758);Большая Калитниковская улица;ГУП «Мосгортранс»;Центральный административный округ;Таганский район;"Тм46; Тм45; ТмА";Б. Калитниковская ул.;;да;"Геоданные:  
Координаты: [
  37.67553558,
  55.73803752
] 
Тип: Point";904073129.0
10432;«Воловья ул.», Большая Калитниковская улица (6759);Большая Калитниковская улица;ГУП «Мосгортранс»;Центральный административный округ;Таганский район;"Тм46; Тм45; ТмА";Воловья ул.;;да;"Геоданные:  
Координаты: [
  37.684215,
  55.73702608
] 
Тип: Point";904073130.0
10433;«Воловья ул.», Большая Калитниковская улица (6761);Большая Калитниковская улица;;Центральный административный округ;Таганский район;"Тм46; Тм45; ТмА";Воловья ул.;;нет;"Геоданные:  
Координаты: [
  37.68356903,
  55.73690082
] 
Тип: Point";904073131.0
10434;«Б. Калитниковская ул.», Большая Калитниковская улица (6762);Большая Калитниковская улица;ГУП «Мосгортранс»;Центральный административный округ;Таганский район;"Тм46; Тм45; ТмА";Б. Калитниковская ул.;;да;"Геоданные:  
Координаты: [
  37.67528463,
  55.73790069
] 
Тип: Point";904073132.0
10435;«Черемушки», Большая Черёмушкинская улица (7529);Большая Черёмушкинская улица;ГУП «Мосгортранс»;Юго-Западный административный округ;Академический район;Тм26;Черемушки;;да;"Геоданные:  
Координаты: [
  37.58466175,
  55.67963432
] 
Тип: Point";904073133.0
10436;«Ул. Дмитрия Ульянова», Большая Черёмушкинская улица (7530);Большая Черёмушкинская улица;;Юго-Западный административный округ;Академический район;"Тм26; Тм38";Ул. Дмитрия Ульянова;;нет;"Геоданные:  
Координаты: [
  37.58885391,
  55.68181499
] 
Тип: Point";904073134.0
10437;«Ул. Винокурова», Большая Черёмушкинская улица (7531);Большая Черёмушкинская улица;ГУП «Мосгортранс»;Юго-Западный административный округ;Академический район;"Тм26; Тм38";Ул. Винокурова;;да;"Геоданные:  
Координаты: [
  37.59327202,
  55.68582711
] 
Тип: Point";904073135.0
10438;«Загородное ш.», Загородное шоссе (7533);Загородное шоссе;ГУП «Мосгортранс»;Южный административный округ;Донской район;"Тм26; Тм38";Загородное ш.;;да;"Геоданные:  
Координаты: [
  37.60281273,
  55.69210366
] 
Тип: Point";904073136.0
10439;«Севастопольский просп., 1», Загородное шоссе (7534);Загородное шоссе;ГУП «Мосгортранс»;Южный административный округ;Донской район;"Тм26; Тм38";Севастопольский просп., 1;;да;"Геоданные:  
Координаты: [
  37.60764812,
  55.69395605
] 
Тип: Point";904073137.0
10440;«Б-ца им. Алексеева», Загородное шоссе (7535);Загородное шоссе;ГУП «Мосгортранс»;Южный административный округ;Донской район;"Тм26; Тм38";Б-ца им. Алексеева;;да;"Геоданные:  
Координаты: [
  37.61195061,
  55.69721787
] 
Тип: Point";904073138.0
10441;«Духовской пер.», 4-й Рощинский проезд (7537);4-й Рощинский проезд;ГУП «Мосгортранс»;Южный административный округ;Донской район;"Тм26; Тм38";Духовской пер.;;да;"Геоданные:  
Координаты: [
  37.61255573,
  55.70431787
] 
Тип: Point";904073139.0
10442;«3-я Рощинская ул.», 4-й Рощинский проезд (7538);4-й Рощинский проезд;ГУП «Мосгортранс»;Южный административный округ;Даниловский район;"Тм26; Тм38";3-я Рощинская ул.;;да;"Геоданные:  
Координаты: [
  37.61074575,
  55.70782666
] 
Тип: Point";904073140.0
10443;«3-й Верхн. Михайловский пр.», 1-й Рощинский проезд (7539);1-й Рощинский проезд;ГУП «Мосгортранс»;Южный административный округ;Даниловский район;"Тм26; Тм38";3-й Верхн. Михайловский пр.;;да;"Геоданные:  
Координаты: [
  37.60704013,
  55.70868646
] 
Тип: Point";904073141.0
10444;«Ул. Серпуховский Вал», 1-й Рощинский проезд (7540);1-й Рощинский проезд;ГУП «Мосгортранс»;Южный административный округ;Даниловский район;"Тм26; Тм38";Ул. Серпуховский Вал;;да;"Геоданные:  
Координаты: [
  37.60632697,
  55.71091594
] 
Тип: Point";904073143.0
10445;«3-й Верхн. Михайловский пр.», 1-й Рощинский проезд (7541);1-й Рощинский проезд;ГУП «Мосгортранс»;Южный административный округ;Донской район;"Тм26; Тм38";3-й Верхн. Михайловский пр.;;да;"Геоданные:  
Координаты: [
  37.6065903,
  55.70903641
] 
Тип: Point";904073144.0
10446;«3-я Рощинская ул.», улица Новая Заря (7542);улица Новая Заря;;Южный административный округ;Даниловский район;"Тм26; Тм38";3-я Рощинская ул.;;нет;"Геоданные:  
Координаты: [
  37.60920888,
  55.70826712
] 
Тип: Point";904073145.0
10447;«Духовской пер.», 4-й Рощинский проезд (7543);4-й Рощинский проезд;ГУП «Мосгортранс»;Южный административный округ;Даниловский район;"Тм26; Тм38";Духовской пер.;;да;"Геоданные:  
Координаты: [
  37.61190382,
  55.70472969
] 
Тип: Point";904073147.0
10448;«Спортивная школа Тринта», Загородное шоссе (7544);Загородное шоссе;ГУП «Мосгортранс»;Южный административный округ;Донской район;"Тм26; Тм38";Спортивная школа Тринта;;да;"Геоданные:  
Координаты: [
  37.61458372,
  55.70032311
] 
Тип: Point";904073148.0
10449;«Б-ца им. Алексеева», Загородное шоссе (7545);Загородное шоссе;ГУП «Мосгортранс»;Южный административный округ;Донской район;"Тм26; Тм38";Б-ца им. Алексеева;;да;"Геоданные:  
Координаты: [
  37.6120670633,
  55.6975704321
] 
Тип: Point";904073149.0
10450;«Севастопольский просп., 1», Загородное шоссе (7546);Загородное шоссе;ГУП «Мосгортранс»;Южный административный округ;Донской район;"Тм26; Тм38";Севастопольский просп., 1;;да;"Геоданные:  
Координаты: [
  37.60668363,
  55.69370774
] 
Тип: Point";904073150.0
10451;«Загородное ш.», Загородное шоссе (7547);Загородное шоссе;ГУП «Мосгортранс»;Южный административный округ;Донской район;"Тм26; Тм38";Загородное ш.;;да;"Геоданные:  
Координаты: [
  37.60230172,
  55.69202928
] 
Тип: Point";904073152.0
10452;«Ул. Шверника», Большая Черёмушкинская улица (7548);Большая Черёмушкинская улица;;Юго-Западный административный округ;Академический район;"Тм26; Тм38";Ул. Шверника;;нет;"Геоданные:  
Координаты: [
  37.59646542,
  55.68907905
] 
Тип: Point";904073154.0
10453;«Ул. Винокурова», Большая Черёмушкинская улица (7549);Большая Черёмушкинская улица;ГУП «Мосгортранс»;Юго-Западный административный округ;Академический район;"Тм26; Тм38";Ул. Винокурова;;да;"Геоданные:  
Координаты: [
  37.59352235,
  55.686293
] 
Тип: Point";904073155.0
10454;«Ул. Дмитрия Ульянова», Большая Черёмушкинская улица (7550);Большая Черёмушкинская улица;;Юго-Западный административный округ;Академический район;"Тм26; Тм38";Ул. Дмитрия Ульянова;;нет;"Геоданные:  
Координаты: [
  37.58960901,
  55.68269583
] 
Тип: Point";904073156.0
10455;«М. Калитниковский пр.», Большая Калитниковская улица (10894);Большая Калитниковская улица;ГУП «Мосгортранс»;Центральный административный округ;Таганский район;"Тм46; Тм45; ТмА";М. Калитниковский пр.;;да;"Геоданные:  
Координаты: [
  37.68719305,
  55.73673336
] 
Тип: Point";904073157.0
10456;«М. Калитниковский пр.», Большая Калитниковская улица (10895);Большая Калитниковская улица;;Центральный административный округ;Таганский район;"Тм46; Тм45; ТмА";М. Калитниковский пр.;;нет;"Геоданные:  
Координаты: [
  37.6896810238849,
  55.736387356086
] 
Тип: Point";904073158.0
10457;«9-я Северная линия», 9-я Северная линия (1001444);9-я Северная линия;ГУП «Мосгортранс»;Северо-Восточный административный округ;район Северный;"А836; АТ78";9-я Северная линия;;да;"Геоданные:  
Координаты: [
  37.55381269,
  55.93596934
] 
Тип: Point";904073160.0
10458;«Рябиновая ул., 55», Рябиновая улица (1002858);Рябиновая улица;ГУП «Мосгортранс»;Западный административный округ;район Очаково-Матвеевское;"А610; А781; А779; А622; А554; А575";Рябиновая ул., 55;;да;"Геоданные:  
Координаты: [
  37.42702118,
  55.69124014
] 
Тип: Point";904073161.0
10459;«Ф-ка им. 1 Мая», проезд без названия (17967);проезд без названия;ГУП «Мосгортранс»;Новомосковский административный округ;поселение Рязановское;"А509; А509к";Ф-ка им. 1 Мая;;да;"Геоданные:  
Координаты: [
  37.50321021,
  55.48991705
] 
Тип: Point";904456667.0
10460;«Стройцирк», проезд без названия (1000888);проезд без названия;ГУП «Мосгортранс»;Троицкий административный округ;поселение Краснопахорское;А301;Стройцирк;;да;"Геоданные:  
Координаты: [
  37.2857862624,
  55.4414190386
] 
Тип: Point";904456668.0
10461;«Ст. Бекасово - 1 (выс.)», проезд без названия (1001835);проезд без названия;ГУП «Мосгортранс»;Троицкий административный округ;поселение Киевский;А306;Ст. Бекасово - 1 (выс.);;да;"Геоданные:  
Координаты: [
  36.8414261428649,
  55.4294518060241
] 
Тип: Point";904456669.0
10462;«Ст. Бекасово - 1 (пос.)», проезд без названия (1001836);проезд без названия;ГУП «Мосгортранс»;Троицкий административный округ;поселение Киевский;А306;Ст. Бекасово - 1 (пос.);;да;"Геоданные:  
Координаты: [
  36.8412211145998,
  55.4293314821012
] 
Тип: Point";904456670.0
10463;«Бекасовская ул.», Бекасовская улица (1001837);Бекасовская улица;ГУП «Мосгортранс»;Троицкий административный округ;поселение Киевский;А306;Бекасовская ул.;;да;"Геоданные:  
Координаты: [
  36.8510120361896,
  55.433100622476
] 
Тип: Point";904456671.0
10464;«Бекасовская ул.», Бекасовская улица (1001838);Бекасовская улица;ГУП «Мосгортранс»;Троицкий административный округ;поселение Киевский;А306;Бекасовская ул.;;да;"Геоданные:  
Координаты: [
  36.8508952108353,
  55.4331923981342
] 
Тип: Point";904456672.0
10465;«Киевский», проезд без названия (1001839);проезд без названия;;Троицкий административный округ;поселение Киевский;"А1001; А1002; А306";Киевский;;нет;"Геоданные:  
Координаты: [
  36.86281876,
  55.4287817
] 
Тип: Point";904456673.0
10466;«Киевское ш.», шоссе 46К-3230 (1001841);проезд без названия;ГУП «Мосгортранс»;Троицкий административный округ;поселение Киевский;А306;Киевское ш.;;да;"Геоданные:  
Координаты: [
  36.8429143899186,
  55.4187813834023
] 
Тип: Point";904456675.0
10467;«Киевское ш.», шоссе 46К-3230 (1001842);проезд без названия;ГУП «Мосгортранс»;Троицкий административный округ;поселение Киевский;А306;Киевское ш.;;да;"Геоданные:  
Координаты: [
  36.8433061023813,
  55.4187015209287
] 
Тип: Point";904456676.0
10468;«Центральная ул.», Центральная улица (1001843);Центральная улица;ГУП «Мосгортранс»;Троицкий административный округ;поселение Киевский;А306;Центральная ул.;;да;"Геоданные:  
Координаты: [
  36.8532576350377,
  55.41610178866
] 
Тип: Point";904456677.0
10469;«Центральная ул.», Центральная улица (1001844);Центральная улица;ГУП «Мосгортранс»;Троицкий административный округ;поселение Киевский;А306;Центральная ул.;;да;"Геоданные:  
Координаты: [
  36.8532394723839,
  55.4162507203524
] 
Тип: Point";904456678.0
10470;«Дер. Шеломово», Февральская улица (1001845);Февральская улица;;Троицкий административный округ;поселение Киевский;А306;Дер. Шеломово;;нет;"Геоданные:  
Координаты: [
  36.86226779,
  55.41656327
] 
Тип: Point";904456680.0
10471;«Дер. Шеломово», Февральская улица (1001846);Февральская улица;;Троицкий административный округ;поселение Киевский;А306;Дер. Шеломово;;нет;"Геоданные:  
Координаты: [
  36.86218847,
  55.41672729
] 
Тип: Point";904456681.0
10472;«Ст. Бекасово-Сорт.», проезд без названия (1001847);проезд без названия;;Троицкий административный округ;поселение Киевский;А306;Ст. Бекасово-Сорт.;;нет;"Геоданные:  
Координаты: [
  36.86977278,
  55.41846504
] 
Тип: Point";904456682.0
10473;«ЖК Легенда», проезд без названия (1001859);проезд без названия;ГУП «Мосгортранс»;Троицкий административный округ;поселение Краснопахорское;А301;ЖК Легенда;;да;"Геоданные:  
Координаты: [
  37.2840439499964,
  55.4510106541074
] 
Тип: Point";904456683.0
10474;«ЖК Легенда», проезд без названия (1001860);проезд без названия;;Троицкий административный округ;поселение Краснопахорское;А301;ЖК Легенда;;нет;"Геоданные:  
Координаты: [
  37.2841852069676,
  55.4511038623808
] 
Тип: Point";904456684.0
10475;«Технопарк», Промышленная улица (1001861);Промышленная улица;ГУП «Мосгортранс»;Троицкий административный округ;поселение Троицк;А301;Технопарк;;да;"Геоданные:  
Координаты: [
  37.2729880629635,
  55.4546698907904
] 
Тип: Point";904456685.0
10476;«Технопарк», Промышленная улица (1001862);Промышленная улица;ГУП «Мосгортранс»;Троицкий административный округ;поселение Троицк;А301;Технопарк;;да;"Геоданные:  
Координаты: [
  37.2732165681977,
  55.4546661820506
] 
Тип: Point";904456686.0
10477;«Промышленная ул. (пос.)», Промышленная улица (1001863);Промышленная улица;ГУП «Мосгортранс»;Троицкий административный округ;поселение Троицк;А301;Промышленная ул. (пос.);;да;"Геоданные:  
Координаты: [
  37.27122679,
  55.45929704
] 
Тип: Point";904456687.0
10478;«Промышленная ул. (выс.)», Промышленная улица (1001864);Промышленная улица;;Троицкий административный округ;поселение Троицк;А301;Промышленная ул. (выс.);;нет;"Геоданные:  
Координаты: [
  37.27135879,
  55.45966704
] 
Тип: Point";904456688.0
10479;«Дер. Пучково (выс.)», Троицкая улица (1001866);Троицкая улица;;Троицкий административный округ;поселение Первомайское;А302;Дер. Пучково (выс.);;нет;"Геоданные:  
Координаты: [
  37.26059879,
  55.49057904
] 
Тип: Point";904456689.0
10480;«Дер. Пучково (пос.)», Троицкая улица (1001867);Троицкая улица;ГУП «Мосгортранс»;Троицкий административный округ;поселение Первомайское;А302;Дер. Пучково (пос.);;да;"Геоданные:  
Координаты: [
  37.2602808296772,
  55.4906695903885
] 
Тип: Point";904456690.0
10481;«Храм», проезд без названия (1001868);проезд без названия;ГУП «Мосгортранс»;Троицкий административный округ;поселение Первомайское;А302;Храм;;да;"Геоданные:  
Координаты: [
  37.2673454686824,
  55.4846365043657
] 
Тип: Point";904456691.0
10482;«Храм», проезд без названия (1001869);проезд без названия;ГУП «Мосгортранс»;Троицкий административный округ;поселение Первомайское;А302;Храм;;да;"Геоданные:  
Координаты: [
  37.2675096640495,
  55.4845392491594
] 
Тип: Point";904456692.0
10483;«Зверево», улица Генерала Донскова (1001872);улица Генерала Донскова;ГУП «Мосгортранс»;Троицкий административный округ;поселение Новофедоровское;А305;Зверево;;да;"Геоданные:  
Координаты: [
  36.9356231,
  55.50904155
] 
Тип: Point";904456693.0
